run_seed,heldout_center,support_seed,support_size,method,source_method,split_status,split_row_found,support_eval_disjoint_ok,patient_disjoint_required,support_eval_patient_disjoint_ok,missing_patient_id_count,support_label_counts_json,support_labels_unused_for_routing_ok,target_expert_excluded_ok,candidate_pool_excludes_target_expert_ok,selected_expert_in_candidate_pool_ok,candidate_oracle_in_candidate_pool_ok,routing_uses_eval_nelbo_ok,routing_uses_eval_domain_statistics_ok,alpha_selection_applicable,alpha_selected_before_target_eval_scoring_ok,alpha_hyperparam_selected_before_target_eval_scoring_ok,protocol_version,source_selection_path,source_split_path,source_alpha_path
42,40,23,8,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":4,""1"":4}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,23,8,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":4,""1"":4}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,23,16,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":6,""1"":10}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,23,16,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":6,""1"":10}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,23,32,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":9,""1"":23}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,23,32,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":9,""1"":23}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,31,4,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""1"":4}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,31,4,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""1"":4}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,31,8,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":1,""1"":7}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,31,8,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":1,""1"":7}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,31,16,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":5,""1"":11}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,31,16,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":5,""1"":11}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,31,32,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":11,""1"":21}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,40,31,32,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":11,""1"":21}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,17,4,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":3,""1"":1}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,17,4,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":3,""1"":1}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,17,8,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":5,""1"":3}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,17,8,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":5,""1"":3}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,17,16,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":7,""1"":9}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,17,16,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":7,""1"":9}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,17,32,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":10,""1"":22}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,17,32,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":10,""1"":22}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,23,4,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":1,""1"":3}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,23,4,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":1,""1"":3}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,23,8,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":3,""1"":5}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,23,8,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":3,""1"":5}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,23,16,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":4,""1"":12}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,23,16,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":4,""1"":12}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,23,32,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":10,""1"":22}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,23,32,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":10,""1"":22}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,31,4,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":1,""1"":3}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,31,4,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":1,""1"":3}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,31,8,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":2,""1"":6}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,31,8,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":2,""1"":6}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,31,16,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":5,""1"":11}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,31,16,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":5,""1"":11}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,31,32,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""0"":8,""1"":24}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,100,31,32,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""0"":8,""1"":24}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,200,17,4,direct_support_nelbo,support_set_nelbo_top1,ok,1,1,1,1,0,"{""1"":4}",1,1,1,1,1,1,1,0,,,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
42,200,17,4,conservative_support_nelbo,support_set_nelbo_conservative,ok,1,1,1,1,0,"{""1"":4}",1,1,1,1,1,1,1,1,1,1,support_response_candidate_specific_v1,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_sample_selections.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_response_split_manifest.csv,outputs/breakhis/breakhis_support_estimated_utility_routing_v1/support_utility_v1_seed42/reports/support_utility_selected_hyperparams.csv
